brinkey label	brinkey ppn	brinkey ppn hierarchy	hierarchy depth
leermiddelen ; bouwtechniek	075628856	075685000,075628856	2
leermiddelen ; Duits	075628864	075685000,075628864	2
leermiddelen ; economie	075628880	075685000,075628880	2
leermiddelen ; elektrotechniek	075628902	075685000,075628902	2
leermiddelen ; Engels	075628910	075685000,075628910	2
leermiddelen ; expressievakken	075628929	075685000,075628929	2
leermiddelen ; Frans	075628945	075685000,075628945	2
leermiddelen ; Fries	075628953	075685000,075628953	2
leermiddelen ; gereedschapsleer	075628961	075685000,075628961	2
leermiddelen ; geschiedenis	07562897X	075685000,07562897X	2
leermiddelen ; gezondheidskunde	075628988	075685000,075628988	2
leermiddelen ; godsdienst	075628996	075685000,075628996	2
leermiddelen ; Grieks	075629003	075685000,075629003	2
leermiddelen ; filosofie	202240274	075685000,202240274	2
leermiddelen ; handelskennis	075629011	075685000,075629011	2
leermiddelen ; huishoudkunde	07562902X	075685000,07562902X	2
leermiddelen ; informatica	075629038	075685000,075629038	2
leermiddelen ; installatietechniek	075629046	075685000,075629046	2
leermiddelen ; kennis der natuur	075629054	075685000,075629054	2
leermiddelen ; kinderverzorging	075629062	075685000,075629062	2
leermiddelen ; land- en tuinbouw	075629070	075685000,075629070	2
leermiddelen ; Latijn	075629089	075685000,075629089	2
leermiddelen ; Arabisch	07568537X	075685000,07568537X	2
leermiddelen ; Turks	075685388	075685000,075685388	2
Liechtenstein	075685167	075685167	1
Bhutan	075685248	075685248	1
machinetalen	075685264	075685264	1
slachterijen	075685582	075685582	1
Mongolië	075685655	075685655	1
Lake Hövsgöl	292141602	075685655,292141602	2
Mongolië ; reisgidsen	312833741	075685655,312833741	2
buitenschoolse opvang	075685671	075685671	1
ecosystemen	075685752	075685752	1
TBS	075688530	075688530	1
Schelde-Rijnkanaal	406399786	406399786	1
Gulik (hertogdom)	406572488	406572488	1
compost	412422638	412422638	1
Almelo	417329520	417329520	1
Apalachicola	417340885	417340885	1
Arnichem	418125813	418125813	1
's Gravenpolder	418836817	418836817	1
Poent	41953072X	41953072X	1
voedingsgewoonten	078865492	078865492	1
milieueffectrapportages	07912304X	07912304X	1
reisgidsen	07968226X	07968226X	1
China ; reisgidsen	075602822	07968226X,075602822	2
België ; reisgidsen	075600749	07968226X,075600749	2
Israël ; reisgidsen	075610507	07968226X,075610507	2
Indonesië ; reisgidsen	075609991	07968226X,075609991	2
Nederland ; reisgidsen	075616394	07968226X,075616394	2
reisgidsen ; overige landen	075620340	07968226X,075620340	2
Sovjet-Unie ; reisgidsen	075622262	07968226X,075622262	2
Verenigde Staten ; reisgidsen	075625458	07968226X,075625458	2
Duitsland ; reisgidsen	075627329	07968226X,075627329	2
Italië̈ ; reisgidsen	075686554	07968226X,075686554	2
Spanje ; reisgidsen	075686562	07968226X,075686562	2
Portugal ; reisgidsen	075686570	07968226X,075686570	2
Zwitserland ; reisgidsen	075686589	07968226X,075686589	2
Oostenrijk ; reisgidsen	075686597	07968226X,075686597	2
Groot-Brittannië ; reisgidsen	075686600	07968226X,075686600	2
Griekenland ; reisgidsen	075686619	07968226X,075686619	2
Scandinavië ; reisgidsen	075686627	07968226X,075686627	2
Ierland ; reisgidsen	075686651	07968226X,075686651	2
Turkije ; reisgidsen	07568666X	07968226X,07568666X	2
Joegoslavië ; reisgidsen	075686678	07968226X,075686678	2
Thailand ; reisgidsen	075686910	07968226X,075686910	2
Sri Lanka ; reisgidsen	075689324	07968226X,075689324	2
Japan ; reisgidsen	075689758	07968226X,075689758	2
India ; reisgidsen	075690020	07968226X,075690020	2
Frankrijk ; reisgidsen	075606402	07968226X,075606402	2
Hongarije ; reisgidsen	075687615	07968226X,075687615	2
Tunesië ; reisgidsen	075688158	07968226X,075688158	2
Mexico (land) ; reisgidsen	075688166	07968226X,075688166	2
Egypte ; reisgidsen	075688174	07968226X,075688174	2
Australië ; reisgidsen	136930875	07968226X,136930875	2
Russische Federatie ; reisgidsen	14611731X	07968226X,14611731X	2
Nederlandse Antillen ; reisgidsen	148203590	07968226X,148203590	2
Aruba ; reisgidsen	148203760	07968226X,148203760	2
Suriname ; reisgidsen	162704186	07968226X,162704186	2
Zuid-Afrika ; reisgidsen	172454891	07968226X,172454891	2
Tsjechië ; reisgidsen	183074785	07968226X,183074785	2
Vietnam ; reisgidsen	19073440X	07968226X,19073440X	2
Cuba ; reisgidsen	190931019	07968226X,190931019	2
Brazilië ; reisgidsen	213888009	07968226X,213888009	2
Kenia ; reisgidsen	216080045	07968226X,216080045	2
Denemarken ; reisgidsen	238729990	07968226X,238729990	2
Noorwegen ; reisgidsen	240903757	07968226X,240903757	2
Zweden ; reisgidsen	240904281	07968226X,240904281	2
Finland ; reisgidsen	240904826	07968226X,240904826	2
Nieuw-Zeeland ; reisgidsen	242293743	07968226X,242293743	2
Polen ; reisgidsen	277179017	07968226X,277179017	2
Roemenië ; reisgidsen	310708923	07968226X,310708923	2
Guatemala ; reisgidsen	312820224	07968226X,312820224	2
Verenigde Arabische Emiraten ; reisgidsen	312823592	07968226X,312823592	2
Mongolië ; reisgidsen	312833741	07968226X,312833741	2
IJsland ; reisgidsen	316070254	07968226X,316070254	2
Cyprus ; reisgidsen	317863444	07968226X,317863444	2
Peru ; reisgidsen	320698297	07968226X,320698297	2
Senegal ; reisgidsen	331135590	07968226X,331135590	2
Gambia ; reisgidsen	33113599X	07968226X,33113599X	2
Baltische staten ; reisgidsen	371368189	07968226X,371368189	2
Nepal ; reisgidsen	375778969	07968226X,375778969	2
Marokko ; reisgidsen	075689065	07968226X,075689065	2
Canada ; reisgidsen	075689316	07968226X,075689316	2
Slovenië ; reisgidsen	341578487	07968226X,341578487	2
Laos ; reisgidsen	352693002	07968226X,352693002	2
Argentinië ; reisgidsen	354920952	07968226X,354920952	2
Chili ; reisgidsen	354920979	07968226X,354920979	2
Kroatië  ; reisgidsen	392540258	07968226X,392540258	2
Vaticaanstad	081428626	081428626	1
graal	084660228	084660228	1
Sahara	087323265	087323265	1
Monaco	087720418	087720418	1
Vietnam	088165566	088165566	1
Vietnamoorlog	075625970	088165566,075625970	2
Vietnam ; reisgidsen	19073440X	088165566,19073440X	2
Tonkin	303281081	088165566,303281081	2
natuurbeheer en -ontwikkeling	089041011	089041011	1
bosbeheer	075601834	089041011,075601834	2
landschapsbouw	075660717	089041011,075660717	2
Atlas (gebergte)	089414934	089414934	1
Zwarte Zee	089431251	089431251	1
Burkina Faso	089481925	089481925	1
Sanmatenga	172454778	089481925,172454778	2
Ouagadougou	21374189X	089481925,21374189X	2
Middellandse Zee	091392314	091392314	1
onderscheidingen	093611250	093611250	1
Continentaal Plat	272900532	272900532	1
Barentszzee	274528126	274528126	1
Lausitz	28835446X	28835446X	1
conflictbemiddeling	301076766	301076766	1
intervisie	305307932	305307932	1
Noord-Azië	315600810	315600810	1
Beneden-IJssel	315810564	315810564	1
lichaamsversiering	317173618	317173618	1
tatoeage	075664283	317173618,075664283	2
zangkoren	317177338	317177338	1
familie(relaties)	31767885X	31767885X	1
ouderschap	075662566	31767885X,075662566	2
moederschap	075661403	31767885X,075662566,075661403	3
ongehuwde moeders	075617102	31767885X,075662566,075661403,075617102	4
draagmoederschap	075686457	31767885X,075662566,075661403,075686457	4
grootouders	075689995	31767885X,075662566,075689995	3
vaderschap	075664593	31767885X,075662566,075664593	3
toneelstukken (teksten)@@	318662574	318662574	1
jeugdtoneel(stukken)	075610825	318662574,075610825	2
toneelstukken (teksten) ; oorspr. - Nederlands	075624354	318662574,075624354	2
televisiespelen	075623951	318662574,075624354,075623951	3
toneelstukken (teksten) ; vertaald in het Fries	177254076	318662574,177254076	2
toneelstukken (teksten) ; oorspr. - Fries	177201371	318662574,177201371	2
toneelstukken (teksten) ; oorspr. - Nederlandse streektalen	177201460	318662574,177201460	2
toneelstukken (teksten) ; oorspr. - andere talen	177201576	318662574,177201576	2
toneelstukken (teksten) ; vertaald	177201606	318662574,177201606	2
romans en novellen@@	31866285X	31866285X	1
romans en novellen ; oorspr. - andere talen	075629372	31866285X,075629372	2
romans en novellen ; oorspr. - Fries	075629380	31866285X,075629380	2
romans en novellen ; oorspr. - Nederlandse streektalen	075629399	31866285X,075629399	2
romans en novellen ; oorspr. - Nederlands	075629402	31866285X,075629402	2
romans en novellen ; vertaald	075629410	31866285X,075629410	2
naakten (kunst)	321255216	321255216	1
Westelijke Jordaanoever	321330994	321330994	1
Juda	187568057	321330994,187568057	2
Qumran	408154772	321330994,408154772	2
Dode Zee	323345492	323345492	1
mysteries	326498850	326498850	1
Atlantis	07559983X	326498850,07559983X	2
Bermuda driehoek	075671891	326498850,075671891	2
Dokdo	331661934	331661934	1
cloudcomputing	33891613X	33891613X	1
Amerika (dubbelcontinent)	339707062	339707062	1
Latijns-Amerika	075631970	339707062,075631970	2
Zuid-Amerika	07563466X	339707062,07563466X	2
Colombia	075613581	339707062,07563466X,075613581	3
Villavicencio	170649768	339707062,07563466X,075613581,170649768	4
Barrancabermeja	298792230	339707062,07563466X,075613581,298792230	4
Bogotá	419922709	339707062,07563466X,075613581,419922709	4
Palenque de San Basilio	416319580	339707062,07563466X,075613581,416319580	4
Suriname	07563418X	339707062,07563466X,07563418X	3
Suriname ; reisgidsen	162704186	339707062,07563466X,07563418X,162704186	4
Suriname ; politiek	193453207	339707062,07563466X,07563418X,193453207	4
Paramaribo	075633191	339707062,07563466X,07563418X,075633191	4
Moengo	288118448	339707062,07563466X,07563418X,288118448	4
Coronie	332383148	339707062,07563466X,07563418X,332383148	4
Charlottenburg	352834889	339707062,07563466X,07563418X,352834889	4
Nickerie	380110601	339707062,07563466X,07563418X,380110601	4
Commewijne	408399015	339707062,07563466X,07563418X,408399015	4
Guyana	075642131	339707062,07563466X,075642131	3
Brazilië	075637391	339707062,07563466X,075637391	3
Recife	075687259	339707062,07563466X,075637391,075687259	4
Brasilia	075689634	339707062,07563466X,075637391,075689634	4
Belo Horizonte	142125326	339707062,07563466X,075637391,142125326	4
Holambra	186062605	339707062,07563466X,075637391,186062605	4
Brazilië ; reisgidsen	213888009	339707062,07563466X,075637391,213888009	4
São Paulo	237930587	339707062,07563466X,075637391,237930587	4
Pantanal do Taquari	296559504	339707062,07563466X,075637391,296559504	4
Olinda	299381870	339707062,07563466X,075637391,299381870	4
Fortaleza	401956547	339707062,07563466X,075637391,401956547	4
Rio de Janeiro	097038369	339707062,07563466X,075637391,097038369	4
Espírito Santo	31572367X	339707062,07563466X,075637391,31572367X	4
Paraná (staat)	33984454X	339707062,07563466X,075637391,33984454X	4
Ceará	353217549	339707062,07563466X,075637391,353217549	4
Porto Alegre	408341610	339707062,07563466X,075637391,408341610	4
Uruguay	075637405	339707062,07563466X,075637405	3
Paraguay	075645025	339707062,07563466X,075645025	3
Ecuador	075666464	339707062,07563466X,075666464	3
Cotacache	228165466	339707062,07563466X,075666464,228165466	4
Otavalo	230271561	339707062,07563466X,075666464,230271561	4
Guaranda	400878003	339707062,07563466X,075666464,400878003	4
Amazone (rivier)	075679922	339707062,07563466X,075679922	3
Guyane	142944041	339707062,07563466X,142944041	3
Andes	158932684	339707062,07563466X,158932684	3
Patagonië	182177777	339707062,07563466X,182177777	3
Caquetá	188255125	339707062,07563466X,188255125	3
Bolivia	075629984	339707062,07563466X,075629984	3
La Paz	107286335	339707062,07563466X,075629984,107286335	4
Cochabamba	23525083X	339707062,07563466X,075629984,23525083X	4
Chili	075629992	339707062,07563466X,075629992	3
Paaseiland	075633167	339707062,07563466X,075629992,075633167	4
Kaap Hoorn	213015919	339707062,07563466X,075629992,213015919	4
Chili ; reisgidsen	354920979	339707062,07563466X,075629992,354920979	4
Peru	07563323X	339707062,07563466X,07563323X	3
Lima	085956090	339707062,07563466X,07563323X,085956090	4
Ilo	240681983	339707062,07563466X,07563323X,240681983	4
La Encañada	276872657	339707062,07563466X,07563323X,276872657	4
Arequipa	296376388	339707062,07563466X,07563323X,296376388	4
Peru ; reisgidsen	320698297	339707062,07563466X,07563323X,320698297	4
Huancavelica	410920819	339707062,07563466X,07563323X,410920819	4
Machu Picchu	327485914	339707062,07563466X,07563323X,327485914	4
Argentinië	075638630	339707062,07563466X,075638630	3
Buenos Aires	191041750	339707062,07563466X,075638630,191041750	4
Vuurland	213015897	339707062,07563466X,075638630,213015897	4
Lomas de Zamora	260276588	339707062,07563466X,075638630,260276588	4
Isla de los Estados	364204583	339707062,07563466X,075638630,364204583	4
Argentinië ; reisgidsen	354920952	339707062,07563466X,075638630,354920952	4
Venezuela	075641127	339707062,07563466X,075641127	3
Isla Margarita	149163401	339707062,07563466X,075641127,149163401	4
Casiquiare	220341524	339707062,07563466X,075641127,220341524	4
Paraná (rivier)	270206310	339707062,07563466X,270206310	3
Amazonegebied	375909990	339707062,07563466X,375909990	3
Midden-Amerika	075640430	339707062,075640430	2
Caribisch gebied	075672189	339707062,075672189	2
Noord-Amerika	075685159	339707062,075685159	2
Verenigde Staten	075677628	339707062,075685159,075677628	3
Verenigde Staten ; geschiedenis	07562544X	339707062,075685159,075677628,07562544X	4
Amerikaanse Burgeroorlog	075599007	339707062,075685159,075677628,07562544X,075599007	5
Nederland (Texas)	410868922	339707062,075685159,075677628,07562544X,410868922	5
Verenigde Staten ; reisgidsen	075625458	339707062,075685159,075677628,075625458	4
Verenigde Staten ; sociografie	075625466	339707062,075685159,075677628,075625466	4
Hawaï	07564231X	339707062,075685159,075677628,07564231X	4
Californië	075642514	339707062,075685159,075677628,075642514	4
New York (City)	075650029	339707062,075685159,075677628,075650029	4
Alaska	075666871	339707062,075685159,075677628,075666871	4
Shishmaref	315350334	339707062,075685159,075677628,075666871,315350334	5
Florida	07568585X	339707062,075685159,075677628,07568585X	4
Houston	07567677X	339707062,075685159,075677628,07567677X	4
New Mexico	114017557	339707062,075685159,075677628,114017557	4
Mississippi Delta	124686621	339707062,075685159,075677628,124686621	4
Utah	10803433X	339707062,075685159,075677628,10803433X	4
Nevada	112992978	339707062,075685159,075677628,112992978	4
San Francisco	115538917	339707062,075685159,075677628,115538917	4
Verenigde Staten ; economie	121605582	339707062,075685159,075677628,121605582	4
Mississippi (rivier)	134780981	339707062,075685159,075677628,134780981	4
Flatbush	134317033	339707062,075685159,075677628,134317033	4
Atlanta	146102681	339707062,075685159,075677628,146102681	4
New England	175605408	339707062,075685159,075677628,175605408	4
Massachusetts	187451923	339707062,075685159,075677628,187451923	4
Overisel (Michigan)	168509636	339707062,075685159,075677628,168509636	4
New Orleans	181778939	339707062,075685159,075677628,181778939	4
Texas	07563354X	339707062,075685159,075677628,07563354X	4
North Carolina	213254506	339707062,075685159,075677628,213254506	4
Boston (Massachusetts)	213799413	339707062,075685159,075677628,213799413	4
Colorado (staat)	203690842	339707062,075685159,075677628,203690842	4
Wyoming	203690885	339707062,075685159,075677628,203690885	4
Miami (Florida)	215808991	339707062,075685159,075677628,215808991	4
Florida Keys	215809009	339707062,075685159,075677628,215809009	4
Washington, DC	21619931X	339707062,075685159,075677628,21619931X	4
Missouri (staat)	222371641	339707062,075685159,075677628,222371641	4
Missouri (rivier)	222436743	339707062,075685159,075677628,222436743	4
Salt Lake City	228046734	339707062,075685159,075677628,228046734	4
Kalaupapa	234980079	339707062,075685159,075677628,234980079	4
Columbia Basin	240672569	339707062,075685159,075677628,240672569	4
Salton Sea	243279477	339707062,075685159,075677628,243279477	4
Cedar City	249951762	339707062,075685159,075677628,249951762	4
Las Vegas	249954133	339707062,075685159,075677628,249954133	4
Charleston (S.C.)	238224023	339707062,075685159,075677628,238224023	4
Annapolis	242883281	339707062,075685159,075677628,242883281	4
Beverwijck	250570904	339707062,075685159,075677628,250570904	4
Nieuw Amsterdam	27378109X	339707062,075685159,075677628,27378109X	4
Sandy Valley	255778627	339707062,075685159,075677628,255778627	4
Everglades	255794312	339707062,075685159,075677628,255794312	4
Portland (Oregon)	29714197X	339707062,075685159,075677628,29714197X	4
Verenigde Staten ; politiek	075664720	339707062,075685159,075677628,075664720	4
Baltimore (Maryland)	330088629	339707062,075685159,075677628,330088629	4
Virginia	356385183	339707062,075685159,075677628,356385183	4
Louisiana	391526928	339707062,075685159,075677628,391526928	4
Calumet City	394547543	339707062,075685159,075677628,394547543	4
Pella (Iowa)	395961181	339707062,075685159,075677628,395961181	4
Hungry Horse	393617173	339707062,075685159,075677628,393617173	4
Detroit	420759336	339707062,075685159,075677628,420759336	4
Arkansas	397192347	339707062,075685159,075677628,397192347	4
Oklahoma	397240163	339707062,075685159,075677628,397240163	4
Washington (staat)	397240554	339707062,075685159,075677628,397240554	4
Kansas	397251084	339707062,075685159,075677628,397251084	4
Hudson River	410860662	339707062,075685159,075677628,410860662	4
Idaho	410860956	339707062,075685159,075677628,410860956	4
Douglas County (South Dakota)	410861553	339707062,075685159,075677628,410861553	4
Albany (New York)	410863262	339707062,075685159,075677628,410863262	4
Charles Mix County	410863416	339707062,075685159,075677628,410863416	4
