itemNumber	string	score
5703	sproeidrogen	2
5704	automatisch vertalen	2
5705	mathematische linguèistiek	2
5706	nisine	2
5707	thio-ethers	2
5708	kleuren	2
5709	zebravinken	2
5710	vitamine a	2
5711	acetylering	2
5712	44.88 urologie	2
5713	dioden	2
5714	extracellulaire $matrix	2
5715	lipopolysacchariden	2
5716	immuunmodulatie	2
5717	taakanalyse	2
5718	artsen	2
5719	productiesystemen	2
5720	(geneeskunde)	2
5721	bivalvia	2
5722	latijns-amerika	2
5723	economische toestand,	2
5724	nikkeloxide	2
5725	mechanica	2
5726	binnenoor	2
5727	cyclodextrine	2
5728	verpleegduur	2
5729	intramurale gezondheidszorgvoorzieningen	2
5730	ziekenhuiswezen	2
5731	orde	2
5732	voeten	2
5733	900 v.c.-800 v.c.	2
5734	taalontwikkeling	2
5735	neurolinguïstiek	2
5736	grafen	2
5737	storingsrekening	2
5738	synchronisatie	2
5739	volksgezondheid	2
5740	imidazolen	2
5741	indolen	2
5742	pyrrolen	2
5743	35.59 heterocyclische verbindingen	2
5744	radiochemische analyse	2
5745	51.10 kristallografie	2
5746	distributiemodellen	2
5747	parodontologie	2
5748	neolatijnse letterkunde	2
5749	deeltjesbundels	2
5750	hyperfijnstructuur	2
5751	pariteit	2
5752	atoombundels	2
5753	kernspin	2
5754	radium	2
5755	sociale psychologie: overige	2
5756	internationale economische organisaties	2
5757	injectie	2
5758	spindynamica	2
5759	lactatie	2
5760	energiebalansen	2
5761	urbanisatie	2
5762	arbeidswetenschappen, arbeidsvraagstukken: algemeen	2
5763	materiaalonderzoek	2
5764	gentherapie, kanker	2
5765	anthraceen	2
5766	oligonucleotiden	2
5767	vasoconstrictie	2
5768	1880-1990	2
5769	demografische aspecten	2
5770	atrofie	2
5771	purkinjecellen	2
5772	teratogenese	2
5773	matrices	2
5774	economische stelsels: algemeen	2
5775	beta adrenoceptoren	2
5776	muscarine	2
5777	44.31 medische fysica	2
5778	jeugdgezondheidszorg	2
5779	psychosociale $problemen	2
5780	morfologie (biologie)	2
5781	posttraumatische $stressstoornis	2
5782	logistiek (economie)	2
5783	levensmiddelenindustrie	2
5784	molecular modelling	2
5785	farmacochemie	2
5786	dienstensector	2
5787	eigenschappen van oppervlakken, grenslagen en dunne lagen	2
5788	44.64	2
5789	genregulatie	2
5790	fononen	2
5791	spingolven	2
5792	hogetemperatuursupergeleiders	2
5793	agonisten	2
5794	ras-proteins	2
5795	toneel	2
5796	respiratoir $syncytiaal virus	2
5797	bacterie͏̈n	2
5798	gammastraling	2
5799	arteriosclerose	2
5800	röntgenonderzoek	2
5801	databanken	2
5802	textiel- en papierindustrie	2
5803	bevolkingsontwikkeling	2
5804	fluitekruid	2
5805	lonen	2
5806	kwantumchemie, chemische binding, 33.23 kwantumfysica	2
5807	meetkunde	2
5808	broeikasgassen	2
5809	milieu- en natuurbeleid: algemeen	2
5810	praktische astronomie: algemeen	2
5811	culturele aspecten	2
5812	voorraadbeheer	2
5813	captopril	2
5814	11.55	2
5815	beeldkwaliteit	2
5816	lactaat	2
5817	onderwijsresearch	2
5818	psychiatrie,	2
5819	fractionering	2
5820	àzer (metaal)	2
5821	mutualisme	2
5822	wereldbeeld	2
5823	interleukine-6	2
5824	kiemcellen	2
5825	proteèine p53	2
5826	taxus	2
5827	auto-immuniteit	2
5828	demyelinisatie	2
5829	orthopedagogiek: algemeen	2
5830	sluipwespen	2
5831	haploïdie	2
5832	wespen	2
5833	kippen	2
5834	onderwijsbeleid op macroniveau: algemeen	2
5835	200-300	2
5836	0-100	2
5837	bovenkaak	2
5838	artritis	2
5839	conditietraining	2
5840	lage temperatuur	2
5841	macromoleculen	2
5842	fysiologische aspecten	2
5843	terugkoppeling	2
5844	verkeerspsychologie	2
5845	multilinguale sociolingui͏̈stiek	2
5846	kwantumchemie	2
5847	bacteriële infecties	2
5848	400-500	2
5849	(post)middeleeuwse archeologie	2
5850	bot (anatomie)	2
5851	dierlijke $resten	2
5852	ziektewet	2
5853	geluidsgolven	2
5854	gluten	2
5855	colitis	2
5856	major $histocompatibility complex	2
5857	directe energieomzetters, 33.68 oppervlakken, grenslagen, du	2
5858	35.63	2
5859	hervormingen	2
5860	orthopedie,	2
5861	omgevingslawaai	2
5862	herkenning	2
5863	geluid	2
5864	39.40	2
5865	83.12	2
5866	publiek-private samenwerking	2
5867	meetkunde: algemeen	2
5868	deficiëntieziekten	2
5869	gemeenten (overheid)	2
5870	54.59	2
5871	lichamelijke $inspanning	2
5872	griekse oudheid	2
5873	pre-klassieke archeologie	2
5874	ladingdragers	2
5875	trapping	2
5876	partitie (wiskunde)	2
5877	kegels	2
5878	meetkunde: overige	2
5879	opvoedingsmilieu: overige	2
5880	stadsplanning	2
5881	religieuze aspecten	2
5882	halo's	2
5883	tetracyanoquinodimethaan	2
5884	drie-deeltjeskracht	2
5885	deficiëntie	2
5886	essentiële vetzuren	2
5887	kerk- en dogmengeschiedenis: algemeen	2
5888	toneelstukken	2
5889	verenigd koninkrijk van groot-brittannièe en noord-ierland	2
5890	diëten	2
5891	molecuulstructuur	2
5892	weefselcoupes	2
5893	hysterese	2
5894	xenotransplantatie	2
5895	35.17 katalyse	2
5896	fenomenologie	2
5897	08.36	2
5898	pollen	2
5899	plant-dier-relatie	2
5900	astrochemie	2
5901	cytologie,	2
5902	gedragsstoornissen (orthopedagogiek)	2
5903	dagelijks leven	2
5904	psychosociale problemen	2
5905	cannabinoiden	2
5906	terpenen, steroïden, alkaloïden	2
5907	protonenbundels	2
5908	strafprocesrech	2
5909	politieke ideologieën: algemeen	2
5910	71.71	2
5911	spaanse letterkunde	2
5912	multipel orgaanfalen	2
5913	shock	2
5914	relapse prevention	2
5915	regelmechanismen, bruine rat	2
5916	beoordeling	2
5917	cesium	2
5918	plasmiden	2
5919	speekselklieren	2
5920	ecclesiologie	2
5921	rooms-katholicisme	2
5922	verzelfstandiging	2
5923	hersentumoren	2
5924	utrecht	2
5925	extrusie	2
5926	ritme	2
5927	actuatoren	2
5928	dissipatie	2
5929	elektromagnetisme	2
5930	bossen	2
5931	zwarte zee	2
5932	mariene sedimenten	2
5933	productieprocessen	2
5934	1870-1880	2
5935	evolutionary psychology	2
5936	anticonceptiva	2
5937	hout	2
5938	methoden en technieken van de biologie	2
5939	friedel crafts reacties	2
5940	koolstof nanobuizen	2
5941	horizontale mobiliteit	2
5942	herkomst	2
5943	tillen	2
5944	lichaamsgewicht	2
5945	heterogeniteit	2
5946	mosselkwekerijen	2
5947	emergentie	2
5948	mosselen	2
5949	volwasseneneducatie	2
5950	interculturele communicatie	2
5951	polarons	2
5952	spiralen	2
5953	domeinen	2
5954	chroomoxiden	2
5955	ferromagnetisme	2
5956	hydrolases	2
5957	diepzee	2
5958	lobus parietalis cerebri	2
5959	natuurlijke hulpbronnen	2
5960	77.91	2
5961	regeltheorie	2
5962	methylering	2
5963	17.31	2
5964	overeenkomstenrecht	2
5965	geneesmiddelen, zwangerschap	2
5966	fenylketonurie	2
5967	pressiegroepen	2
5968	tertiair onderwijs	2
5969	meet- en regeltechniek: algemeen	2
5970	visuomotorische co¨ordinatie	2
5971	sedimentaire gesteenten	2
5972	dna $microarrays	2
5973	manganiet	2
5974	perovskieten	2
5975	800-1000	2
5976	eschatologie	2
5977	1840-1850	2
5978	charm-mesonen	2
5979	mondspoelmiddelen	2
5980	periaquaductale grijs	2
5981	urinelozing	2
5982	homologie	2
5983	ademhaling	2
5984	alcoholisme	2
5985	35.43 coördinatieverbindingen	2
5986	nefritis	2
5987	oppervlakken,	2
5988	beta-aminozuren	2
5989	germaanse talen: algemeen	2
5990	argumentatieleer	2
5991	doodsoorzaken	2
5992	middeleeuwse filosofie	2
5993	craniometrie	2
5994	etnische betrekkingen (sociologie)	2
5995	chromatografische analyse	2
5996	protonreacties	2
5997	specifieke eigenschappen van kernen	2
5998	doppler-methoden	2
5999	arbeidsduur	2
6000	35.63 koolhydraten (organische chemie)	2
6001	neuropathologie	2
6002	verzekeringswezen	2
6003	polymeersomen	2
6004	cognitieve vaardigheden	2
6005	beta adrenergisch systeem	2
6006	longen, transplantatie, bruine rat, afstotingsreacties	2
6007	bodemkunde (aardwetenschappen)	2
6008	42.42	2
6009	alcoholgebruik	2
6010	malabsorptie	2
6011	alternatieve geneeskunde	2
6012	fusies	2
6013	44.17	2
6014	schijven (sterrenkunde)	2
6015	amyloïd	2
6016	uitvoeringsorganen	2
6017	wet op de (re)integratie $arbeidsgehandicapten	2
6018	wet arbeid gehandicapte werknemers	2
6019	oppervlaktespanning	2
6020	bedrijfsgezondheidszorg	2
6021	klantenbinding	2
6022	axonen	2
6023	locatie	2
6024	virussen (biologie)	2
6025	neuronen	2
6026	kraamvrouwen	2
6027	moeder-kind-relaties	2
6028	seksuele problemen	2
6029	lichamelijk gehandicapten	2
6030	bloedverdunning	2
6031	fibrinolytica	2
6032	waddenzee,	2
6033	viscositeit	2
6034	celdeling	2
6035	invasieve methoden	2
6036	polarimetrie	2
6037	slaap-waak cyclus	2
6038	vlbi	2
6039	hoger beroepsonderwijs	2
6040	studieprestatie	2
6041	beroepsonderwijs	2
6042	antimicrobie͏̈le middelen	2
6043	strontiumtitanaat	2
6044	titaanoxide	2
6045	energiebeleid	2
6046	glycosylering	2
6047	leefwijze	2
6048	lymfatische leukemie	2
6049	zuigelingen	2
6050	psalmen (bijbelboek)	2
6051	cultuurgeschiedenis	2
6052	verzilting	2
6053	neurohormonen	2
6054	vc0500-vc0400	2
6055	modaliteit	2
6056	scandinavische taal- en letterkunde	2
6057	ureum	2
6058	turbulentie	2
6059	religieuze bouwkunst	2
6060	mens-computer-interactie	2
6061	godsdienstpsychologie	2
6062	kauwen	2
6063	suspensies	2
6064	cryotechniek	2
6065	stofwisseling, leverziekten, essentiële vetzuren	2
6066	sociale veranderingen (sociologie)	2
6067	statistische toetsen	2
6068	afleiding (logica)	2
6069	haarlem (stad)	2
6070	adenosinetrifosfatasen,	2
6071	35.52	2
6072	spin (natuurkunde)	2
6073	intraoculaire druk	2
6074	80.89	2
6075	contractvrijheid	2
6076	minimalist program	2
6077	antimicrobièele middelen	2
6078	kennissystemen	2
6079	input-output-analyse	2
6080	magnetische resonantie	2
6081	virologie (biologie)	2
6082	31.81	2
6083	terschelling	2
6084	beleggers	2
6085	jahn-teller-effect	2
6086	transdermale toediening	2
6087	gezichtsstoornissen	2
6088	taxonomie	2
6089	natuurbehoud	2
6090	mannitol	2
6091	51.10	2
6092	polen (land)	2
6093	heat-shock-proteïnen, moleculaire chaperonnes,	2
6094	supernovae	2
6095	oorsprong	2
6096	uitvoerende kunsten	2
6097	11.46	2
6098	casestudies (vorm)	2
6099	protocollen (zorgsector)	2
6100	procedures	2
6101	random variabelen	2
6102	functionele groepen	2
6103	oversteken, kinderen, training	2
6104	celbiologie	2
6105	rollen (sociale wetenschappen)	2
6106	vanadiumcomplexen	2
6107	hyperpolariseerbaarheid	2
6108	catalogi (vorm)	2
6109	gastheercellen	2
6110	immuniteit (cellulair)	2
6111	dialectologie	2
6112	journalistiek	2
6113	gelijkheid	2
6114	structuur,	2
6115	elektronische schakelingen	2
6116	poeder (geneeskunde)	2
6117	prestatiemotivatie	2
6118	motivatie (psychologie)	2
6119	institutionele economie	2
6120	furfural	2
6121	geestelijk-gehandicaptenzorg	2
6122	geometrische kwantisatie	2
6123	fotorefractie	2
6124	colloïdchemie	2
6125	jeugdrecht	2
6126	hydrolasen	2
6127	sneeuw	2
6128	regionale planning	2
6129	vervoersrecht	2
6130	sociale media	2
6131	territoriumgedrag	2
6132	operatortheorie, renormalisatie (natuurkunde)	2
6133	neuroprotective agents	2
6134	19xx; 1900-2000	2
6135	principale-componentenanalyse	2
6136	44.84 thorax	2
6137	urineonderzoek	2
6138	zelf	2
6139	gedichten	2
6140	kroonethers	2
6141	wasmiddelen	2
6142	thermofiele bacteriën	2
6143	reductie (scheikunde)	2
6144	babyvoeding	2
6145	metalloproteïnases	2
6146	sociale waarneming	2
6147	(activiteit)	2
6148	bejaarden (sociologie)	2
6149	hoog molecuulgewicht	2
6150	vloeistofmechanica	2
6151	euthanasie	2
6152	proefschriften (vorm),	2
6153	hongarije	2
6154	togo	2
6155	stedelijke samenleving	2
6156	bronchodilatantia	2
6157	collageen	2
6158	halfgeleiders, polymeren, led, natuurlijke stoffen, orde, la	2
6159	51.39	2
6160	sociale angst	2
6161	stemmingsstoornissen	2
6162	universiteiten	2
6163	81.80	2
6164	1945-1950,	2
6165	histopathologie	2
6166	42.83 aves	2
6167	biofarmacie	2
6168	33.34	2
6169	44.42 farmacie, farmaceutica	2
6170	classificatie	2
6171	soevereiniteit	2
6172	staatsbedrijven	2
6173	anticholinergica	2
6174	creatine	2
6175	mobiliteit (algemeen)	2
6176	oplossingen (chemie)	2
6177	58.31	2
6178	locus of control	2
6179	oppervlaktestructuur (materiaalkunde)	2
6180	cyclosporine	2
6181	mellitus type 1	2
6182	hyperreactiviteit	2
6183	corticosteroi͏̈den	2
6184	intracellulaire verschijnselen	2
6185	voedingsstoornissen, deficientieziekten	2
6186	studenten	2
6187	vreemde talen	2
6188	rupsen	2
6189	eierenleggen	2
6190	sociologische aspecten	2
6191	44.06	2
6192	15.70 geschiedenis van europa	2
6193	sociale hulpverlening: algemeen	2
6194	economisch publiekrecht	2
6195	coordinatieverbindingen	2
6196	beta-lactam antibiotica	2
6197	bedrijfsethiek	2
6198	lichen ruber planus	2
6199	penicilline-bindende eiwitten	2
6200	overproductie	2
6201	cmos	2
6202	diarylethenen	2
6203	wetenschap	2
6204	onderkaak	2
6205	filosofische aspecten	2
6206	bestuurskunde: algemeen	2
6207	aërodynamica	2
6208	combinatorische chemie	2
6209	attitude, vooroordeel en beèinvloeding	2
6210	thematische geografie: algemeen	2
6211	sociale wenselijkheid	2
6212	zigeuners	2
6213	70.03	2
6214	chlorofyl	2
6215	arthropoda	2
6216	dierpsychologie	2
6217	h1-gebieden	2
6218	bezit	2
6219	chlamydomonas	2
6220	rotors	2
6221	simultane vergelijkingen	2
6222	hyperparathyreoïdie	2
6223	kanoetstrandloper	2
6224	mauritanièe	2
6225	immunosuppressiva	2
6226	vogels	2
6227	dialectiek	2
6228	kernfysica: overige	2
6229	weefsel	2
6230	fimbriae	2
6231	metaalkunde: overige	2
6232	theorieën	2
6233	onderzoeksprojecten	2
6234	onderwijsprogramma's	2
6235	formele talen	2
6236	karl barth (1886-1968)	2
6237	pruisen	2
6238	qsar	2
6239	entropie (informatietheorie)	2
6240	1850-1900, 1900-1950	2
6241	mond	2
6242	homiletiek	2
6243	benzamidinaten	2
6244	waakzaamheid	2
6245	titaancomplexen	2
6246	clusteranalyse	2
6247	staatsrecht: overige	2
6248	stikstofcyclus	2
6249	medische klachten	2
6250	klassieke mechanica	2
6251	agglomeraties	2
6252	direct marketing	2
6253	polypeptiden	2
6254	staar	2
6255	erfelijkheid	2
6256	audiologie	2
6257	hysterectomie	2
6258	adsorptie	2
6259	cerebrovasculaire stoornissen	2
6260	gelaagd materiaal	2
6261	bio-informatica	2
6262	mesenchym	2
6263	studentenbegeleiding	2
6264	schoolklassen	2
6265	bypasses	2
6266	grammatica	2
6267	aluminiumhalogeniden, cyclobutadieen ,	2
6268	oerexplosie	2
6269	methotrexaat	2
6270	35.18 colloïdchemie	2
6271	milieutechnologie: overige	2
6272	talen van sub-saharaans afrika	2
6273	fysische organische chemie,	2
6274	atoombundels, radium	2
6275	laser spectrometrie, barium ,	2
6276	titaan (element)	2
6277	detergentia	2
6278	template polymerisatie	2
6279	nieuwe westerse filosofie (17e-19e eeuw)	2
6280	kwantumchemie, relativistische	2
6281	kaakholten	2
6282	optische eigenschappen	2
6283	psychosociale ontwikkeling	2
6284	solvatatie	2
6285	licht-donker-ritme	2
6286	foto-emissie	2
6287	chemical vapour deposition	2
6288	schimmelinfecties	2
6289	solidariteit	2
6290	sociale identiteit	2
6291	neisseria gonorrhoea	2
6292	35.59	2
6293	stochastische processen	2
6294	lijm	2
6295	tijdwaarneming, geheugen	2
6296	conjunctuur	2
6297	alkalimetalen	2
6298	17.43	2
6299	non-verbale communicatie	2
6300	bedrijfsovernames	2
6301	grampositieve bacteriën	2
6302	zwitserland	2
6303	discrete programmering	2
6304	stochastische programmering	2
6305	35.51 fysische organische chemie	2
6306	hartcontractie	2
6307	velden, oppervlaktespanning , lithografieën, titaandioxide,	2
6308	dunne films, vloeistoffilms , morfologie (biologie), hydrody	2
6309	lauwersmeer	2
6310	entropie	2
6311	reductieve groepen	2
6312	netwerktheorie	2
6313	vulva	2
6314	visindustrie	2
6315	lignine	2
6316	vasopressinen	2
6317	baarmoederhalskanker, vaccinatie	2
6318	chemische structuur	2
6319	glycerol	2
6320	abiotische $evolutie	2
6321	elasticiteit	2
6322	femur	2
6323	internationaal strafrecht	2
6324	nikkelverbindingen	2
6325	bepalingen van graad of hoeveelheid	2
6326	taalgebruik	2
6327	deliberative democracy	2
6328	computer-mediated communication	2
6329	popular culture	2
6330	sociale steun	2
6331	longembolie	2
6332	veneuze trombose	2
6333	methoden en technieken van de	2
6334	lactobacillus brevis	2
6335	58.34	2
6336	zelfwaarneming	2
6337	belevingswaarden	2
6338	duiven (vogels)	2
6339	dislocatie	2
6340	vervorming	2
6341	resonantie	2
6342	tolerantie (biologie)	2
6343	antiflogistica	2
6344	elektronenbundels	2
6345	survey-onderzoek	2
6346	intensiteit	2
6347	biofeedback	2
6348	alkanen	2
6349	rotaxanen	2
6350	optische spectroscopie	2
6351	33.31	2
6352	recht van lagere overheden	2
6353	paleozoèologie	2
6354	buitenlandse investeringen	2
6355	ruimtegebruik	2
6356	salland	2
6357	fotochromie, energieoverdracht , supramoleculaire systemen,	2
6358	zaad (plantkunde)	2
6359	spieren	2
6360	nederland ;	2
6361	systeemontwerp	2
6362	grafentheorie	2
6363	haem-oxygenase	2
6364	indonesièe	2
6365	dyslexie	2
6366	ijzer (metaal)	2
6367	acetylsalicylzuur	2
6368	portugal	2
6369	rijst	2
6370	tin	2
6371	moessbauer effect	2
6372	visuele waarneming, selectieve aandacht ,	2
6373	frans	2
6374	rotatie	2
6375	droogtechniek	2
6376	58.30 biotechnologie	2
6377	gaschromatografie	2
6378	orthopedagogiek	2
6379	ascidiacea	2
6380	cryptozoölogie	2
6381	vectoren (parasitologie)	2
6382	oesters	2
6383	schaalproblemen	2
6384	antimoon	2
6385	dictyostelium	2
6386	carnosine	2
6387	esters	2
6388	trombocytopenie	2
6389	glomerulus	2
6390	deeltjesstraling	2
6391	aneurysmata	2
6392	waterstofperoxide	2
6393	eenjarige alsem	2
6394	artemisin	2
6395	preoperatieve zorg	2
6396	mycobacterium tuberculosis	2
6397	glycolipiden	2
6398	propionaat	2
6399	suiker	2
6400	gehoorstoornissen	2
6401	farmaco-epidemiologie	2
6402	adel	2
6403	42.75	2
6404	regio's	2
6405	stembanden	2
6406	spraakorganen	2
6407	intima	2
6408	affiniteit (chemie)	2
6409	urinezuren	2
6410	herseninfarct	2
6411	pyrrolidine	2
6412	curacao	2
6413	algebra	2
6414	convolutie	2
6415	zoekproces	2
6416	35.73	2
6417	eerstelijnszorg	2
6418	milieuchemie	2
6419	informatie- en communicatierecht	2
6420	antagonisten	2
6421	fluorenen	2
6422	verlichting (techniek)	2
6423	menselijke invloed	2
6424	85.62	2
6425	thermische analyse	2
6426	waterzuivering	2
6427	neutronensterren	2
6428	psychogerontologie	2
6429	morfologie (taalkunde)	2
6430	tijdsverloop	2
6431	polysacchariden	2
6432	ziekte van $parkinson	2
6433	tijdsduur	2
6434	eenzaamheid	2
6435	thuiszorg	2
6436	80.29	2
6437	halos (griekenland)	2
6438	plantenecologie	2
6439	plantengeografie	2
6440	tonus	2
6441	ontwikkeling en beheer van informatiesystemen	2
6442	volkshuisvesting (sociale politiek)	2
6443	ultrasoon geluid	2
6444	cyclodextrine glycosyltransferase	2
6445	x-rays	2
6446	numerical	2
6447	neurotransmissie	2
6448	astrocyten	2
6449	hersendood	2
6450	deformatie	2
6451	schuim	2
6452	begeleid wonen	2
6453	79.16	2
6454	(biochemie)	2
6455	spierrelaxantia, anesthesie	2
6456	terpenen, steroèiden, alkaloèiden	2
6457	cysteine	2
6458	opvoeding binnen het gezin	2
6459	polycyclische aromatische koolwaterstoffen	2
6460	huid	2
6461	nazorg	2
6462	sterrenstelsels, sterevolutie,	2
